species,folder_count,folders,image_count,high,medium,low,unreadable,high_pct,medium_pct,low_pct,total_mb,avg_width,avg_height,extensions
松球鱼,1,松球鱼,4,2,1,1,0,50.0,25.0,25.0,3.35,2253.8,1927,.jpg:4
柔鱼,1,柔鱼,4,4,0,0,0,100.0,0.0,0.0,8.11,3856,3396,.jpg:4
柱光鱼,1,柱光鱼,4,4,0,0,0,100.0,0.0,0.0,11.54,4391,2988,.jpg:4
栉鳍乌贼,1,栉鳍乌贼,4,4,0,0,0,100.0,0.0,0.0,13.6,3692,3020,.jpg:4
横带副眶棘鲈,1,横带副眶棘鲈,4,4,0,0,0,100.0,0.0,0.0,6.93,3069,2301.8,.jpg:4
樱虾sp,1,樱虾sp,4,3,0,1,0,75.0,0.0,25.0,10.4,3016,3066,.jpg:4
比氏六鳃魟,1,比氏六鳃魟,4,0,4,0,0,0.0,100.0,0.0,1.8,1260,1260,.jpg:4
毛圆扇虾,1,毛圆扇虾,4,4,0,0,0,100.0,0.0,0.0,43.55,8688,4888,.jpg:4
水珍鱼,1,水珍鱼,4,1,0,3,0,25.0,0.0,75.0,2.23,1564.5,907.5,.jpg:4
沈氏金鳞,1,沈氏金鳞,4,2,0,2,0,50.0,0.0,50.0,4.4,2067,1577,.jpg:4
海龙,1,海龙,4,2,2,0,0,50.0,50.0,0.0,4.57,2268,3024.5,.jpg:4
深水大眼鲷,1,深水大眼鲷,4,4,0,0,0,100.0,0.0,0.0,51.58,8688,4888,.jpg:4
满月沙鲽,1,满月沙鲽,4,4,0,0,0,100.0,0.0,0.0,37.98,8688,4888,.jpg:4
灯笼棘鲛,1,灯笼棘鲛,4,0,2,2,0,0.0,50.0,50.0,4.74,3200,684,.jpg:4
玫瑰毒鲉,1,玫瑰毒鲉,4,4,0,0,0,100.0,0.0,0.0,14.94,4323.5,4160,.jpg:4
环纹海蝠鱼,1,环纹海蝠鱼,4,4,0,0,0,100.0,0.0,0.0,4.54,3264,2448,.jpg:4
珠粒真寄居蟹,1,珠粒真寄居蟹,4,4,0,0,0,100.0,0.0,0.0,9.06,3081.2,3600.8,.jpg:4
琉璃玉鲳,1,琉璃玉鲳,4,2,0,2,0,50.0,0.0,50.0,7.55,2242.5,1655.5,.jpg:4
疣污泥褐虾,1,疣污泥褐虾,4,4,0,0,0,100.0,0.0,0.0,7.8,3968,2976,.jpg:4
白舌尾甲鲹,1,白舌尾甲鲹,4,4,0,0,0,100.0,0.0,0.0,13.59,3648,2736,.jpg:4
盗目鱼属,1,盗目鱼属,4,4,0,0,0,100.0,0.0,0.0,41.02,8688,4888,.jpg:4
真鲷,1,真鲷,4,2,0,2,0,50.0,0.0,50.0,1.73,1239.5,1352,.jpg:4
石川粗鳍鱼,1,石川粗鳍鱼,4,4,0,0,0,100.0,0.0,0.0,29.96,5616,3744,.jpg:4
神奈川旋杜父鱼,1,神奈川旋杜父鱼,4,0,4,0,0,0.0,100.0,0.0,1.59,1260,1260,.jpg:4
窄小镰虾,1,窄小镰虾,4,0,0,4,0,0.0,0.0,100.0,0.56,1080,1440,.jpg:4
笛鲷 幼体,1,笛鲷 幼体,4,4,0,0,0,100.0,0.0,0.0,9.24,3712,3792,.jpg:4
米氏拟圆壳蟹,1,米氏拟圆壳蟹,4,2,0,2,0,50.0,0.0,50.0,4.44,2199,1758.5,.jpg:4
米鲨鱼与鳗鱼,1,米鲨鱼与鳗鱼,4,0,4,0,0,0.0,100.0,0.0,0.96,1260,1380,.jpg:4
粒牙欧氏䲢,1,粒牙欧氏䲢,4,4,0,0,0,100.0,0.0,0.0,34.58,8688,4888,.jpg:4
粗纹鰏,1,粗纹鰏,4,4,0,0,0,100.0,0.0,0.0,39.63,8688,4888,.jpg:4
糠虾幼体,1,糠虾幼体,4,4,0,0,0,100.0,0.0,0.0,34.39,5472,3648,.jpg:4
紫隆背蟹,1,紫隆背蟹,4,2,0,2,0,50.0,0.0,50.0,3.49,1939.5,1454.5,.jpg:4
红斑后海螯虾,1,红斑后海螯虾,4,1,2,1,0,25.0,50.0,25.0,3.45,2071.5,1372,.jpg:4
纤钻光鱼,1,纤钻光鱼,4,4,0,0,0,100.0,0.0,0.0,8.58,2727.5,4016,.jpg:4
维里拟银眼鲷,1,维里拟银眼鲷,4,0,2,2,0,0.0,50.0,50.0,5.38,1152.5,882.5,.bmp:2; .jpg:2
美拟鲈,1,美拟鲈,4,4,0,0,0,100.0,0.0,0.0,7.89,3968,2976,.jpg:4
膜首鱈属,1,膜首鱈属,4,4,0,0,0,100.0,0.0,0.0,42.0,8688,4888,.jpg:4
船艄,1,船艄,4,4,0,0,0,100.0,0.0,0.0,10.85,3472,3472,.jpg:4
藻虾sp,1,藻虾sp,4,4,0,0,0,100.0,0.0,0.0,13.79,3648,2736,.jpg:4
虾蛄sp,1,虾蛄sp,4,4,0,0,0,100.0,0.0,0.0,12.72,3456,2592,.jpg:4
蛇鲻,1,蛇鲻,4,1,2,1,0,25.0,50.0,25.0,3.21,2711.5,1055.8,.jpg:4
蛸乌贼,1,蛸乌贼,4,4,0,0,0,100.0,0.0,0.0,11.68,3408,3472,.jpg:4
蟳sp,1,蟳sp,4,4,0,0,0,100.0,0.0,0.0,13.98,3648,2736,.jpg:4
裘氏小沙丁鱼,1,裘氏小沙丁鱼,4,0,0,4,0,0.0,0.0,100.0,0.81,1031,450,.jpg:4
诺贝珍灯鱼,3,2015075诺贝珍灯鱼 | 2016035诺贝珍灯鱼 | 2017172诺贝珍灯鱼,4,4,0,0,0,100.0,0.0,0.0,4.09,3648,2736,.jpg:4
赤鮨,1,赤鮨,4,4,0,0,0,100.0,0.0,0.0,35.16,8688,4888,.jpg:4
赤鱿Ommastrephes bartrami,1,赤鱿Ommastrephes bartrami,4,4,0,0,0,100.0,0.0,0.0,14.33,5472,3072,.jpg:4
软鱼,1,软鱼,4,0,0,4,0,0.0,0.0,100.0,0.93,938,542,.jpg:4
金线鱼,1,金线鱼,4,2,2,0,0,50.0,50.0,0.0,8.13,2746.5,1849.5,.jpg:4
钝孔虾虎鱼,1,钝孔虾虎鱼,4,0,2,2,0,0.0,50.0,50.0,2.72,1777,641,.jpg:4
锯蓑鲉,1,锯蓑鲉,4,4,0,0,0,100.0,0.0,0.0,13.86,3648,2736,.jpg:4
锯齿鳗科sp,1,锯齿鳗科sp,4,4,0,0,0,100.0,0.0,0.0,30.32,5472,3648,.jpg:4
长手隆背蟹,1,长手隆背蟹,4,4,0,0,0,100.0,0.0,0.0,9.57,2624,3084,.jpg:4
长棘银鲈,1,长棘银鲈,4,0,2,2,0,0.0,50.0,50.0,2.3,1219,991,.jpg:4
长鳍带䲠,1,长鳍带䲠,4,3,1,0,0,75.0,25.0,0.0,15.68,4527,2568,.jpg:4
长鳍羊舌鲆,1,长鳍羊舌鲆,4,0,0,4,0,0.0,0.0,100.0,1.08,980,574,.jpg:4
霍氏光尾鲨,1,霍氏光尾鲨,4,0,2,2,0,0.0,50.0,50.0,1.53,1739,1260,.jpg:4
鞘乌贼,1,鞘乌贼,4,4,0,0,0,100.0,0.0,0.0,16.12,6000,4000,.jpg:4
颌光鱼属,1,颌光鱼属,4,4,0,0,0,100.0,0.0,0.0,11.35,4608,3456,.jpg:4
颌圆鲹,1,颌圆鲹,4,4,0,0,0,100.0,0.0,0.0,41.7,8688,4888,.jpg:4
高棘管鞭虾,1,高棘管鞭虾,4,4,0,0,0,100.0,0.0,0.0,14.17,3648,2736,.jpg:4
高棱鲷,1,高棱鲷,4,4,0,0,0,100.0,0.0,0.0,42.72,8688,4888,.jpg:4
高鳍鲂,1,高鳍鲂,4,4,0,0,0,100.0,0.0,0.0,48.15,8688,4888,.jpg:4
鲀形目幼体,1,鲀形目幼体,4,4,0,0,0,100.0,0.0,0.0,11.18,4608,3456,.jpg:4
鲨未定,1,鲨未定,4,4,0,0,0,100.0,0.0,0.0,38.56,8688,4888,.jpg:4
鲭鲈,1,鲭鲈,4,4,0,0,0,100.0,0.0,0.0,11.38,3012,3064,.jpg:4
鳞眼鲽,1,鳞眼鲽,4,4,0,0,0,100.0,0.0,0.0,38.64,8688,4888,.jpg:4
鸵拟蜘蛛蟹Paramaja gibba南海150-300 米螃蟹采集,2,鸵拟蜘蛛蟹Paramaja gibba南海150-300 米螃蟹采集_7_潮间带FeiBoy_来自小红书网页版 | 鸵拟蜘蛛蟹Paramaja gibba南海150-300 米螃蟹采集_8_潮间带FeiBoy_来自小红书网页版,4,0,4,0,0,0.0,100.0,0.0,0.9,1080,1440,.jpg:4
黄斑圆刺鲀,1,黄斑圆刺鲀,4,4,0,0,0,100.0,0.0,0.0,38.29,8688,4888,.jpg:4
黑壮灯鱼,1,黑壮灯鱼,4,4,0,0,0,100.0,0.0,0.0,11.46,3768,3504,.jpg:4
黑鳍舌鳎,1,黑鳍舌鳎,4,2,0,2,0,50.0,0.0,50.0,7.71,2339,1626,.jpg:4
东方真巨口鱼,1,东方真巨口鱼,3,3,0,0,0,100.0,0.0,0.0,5.05,3072,3461.3,.jpg:3
东方豹魴鮄,1,东方豹魴鮄,3,3,0,0,0,100.0,0.0,0.0,2.15,2488,1866,.jpg:3
中华管鞭虾,1,中华管鞭虾,3,3,0,0,0,100.0,0.0,0.0,6.87,4352,3264,.jpg:3
伏氏眶棘鲈,1,伏氏眶棘鲈,3,3,0,0,0,100.0,0.0,0.0,3.72,2876,2157,.jpg:3
克氏大角鮟鱇,1,克氏大角鮟鱇,3,2,1,0,0,66.7,33.3,0.0,5.26,2566,2242,.jpg:3
克氏蛇牙龙鰧,1,克氏蛇牙龙鰧,3,3,0,0,0,100.0,0.0,0.0,13.14,4064,2079,.jpg:3
几内亚长蜥鱼,1,几内亚长蜥鱼,3,3,0,0,0,100.0,0.0,0.0,12.79,5472,3072,.jpg:3
史氏真巨口鱼,1,史氏真巨口鱼,3,3,0,0,0,100.0,0.0,0.0,5.06,4245.3,2640,.jpg:3
司氏凯名荷,1,司氏凯名荷,3,3,0,0,0,100.0,0.0,0.0,31.84,8688,5189.3,.jpg:3
多鳞孔头鲷,1,多鳞孔头鲷,3,3,0,0,0,100.0,0.0,0.0,6.25,3888,3392,.jpg:3
大耳马鲛鱼,1,大耳马鲛鱼,3,3,0,0,0,100.0,0.0,0.0,5.37,2592,1944,.jpg:3
大西洋裸蜥鱼,1,大西洋裸蜥鱼,3,3,0,0,0,100.0,0.0,0.0,5.15,3520,2640,.jpg:3
太平洋深海鲑,1,太平洋深海鲑,3,2,0,1,0,66.7,0.0,33.3,5.59,3253.3,2440,.jpg:3
安德列斯塔氏鱼,1,安德列斯塔氏鱼,3,3,0,0,0,100.0,0.0,0.0,6.73,2720,2992,.jpg:3
寿鱼,1,寿鱼,3,0,0,3,0,0.0,0.0,100.0,0.78,832,656.3,.jpg:3
小鳍棘鲬,1,小鳍棘鲬,3,2,0,1,0,66.7,0.0,33.3,2.62,2256,2280,.jpg:3
少鳞拟鲆,1,少鳞拟鲆,3,3,0,0,0,100.0,0.0,0.0,7.39,2424,2415.3,.jpg:3
巨翼蛸乌贼,1,巨翼蛸乌贼,3,3,0,0,0,100.0,0.0,0.0,5.5,3989.3,2448,.jpg:3
巨螯拟人面蟹,1,巨螯拟人面蟹,3,1,0,2,0,33.3,0.0,66.7,11.38,1975.3,1478,.bmp:2; .jpg:1
心鳍鞭鸟贼,1,心鳍鞭鸟贼,3,3,0,0,0,100.0,0.0,0.0,10.53,2095.3,4437.3,.jpg:3
拟棘花鮨,1,拟棘花鮨,3,3,0,0,0,100.0,0.0,0.0,3.08,3776,2832,.jpg:3
拟背斑扁鲨,1,拟背斑扁鲨,3,3,0,0,0,100.0,0.0,0.0,10.4,3648,2736,.jpg:3
斑鳍天竺鱼,1,斑鳍天竺鱼,3,1,2,0,0,33.3,66.7,0.0,2.9,2128,1305.3,.jpg:3
斑鳍方头鱼,1,斑鳍方头鱼,3,1,0,2,0,33.3,0.0,66.7,2.24,1865.3,1166.7,.jpg:3
新灯鱼属,1,新灯鱼属,3,3,0,0,0,100.0,0.0,0.0,17.27,3968,2976,.jpg:3
施氏钩腕乌贼,1,施氏钩腕乌贼,3,3,0,0,0,100.0,0.0,0.0,10.69,3200,3482.7,.jpg:3
日本扁鲨,1,日本扁鲨,3,1,0,2,0,33.3,0.0,66.7,2.9,1841.3,1229.3,.jpg:3
日本美尾䲗,1,日本美尾䲗,3,3,0,0,0,100.0,0.0,0.0,4.79,2513.3,2877,.jpg:3
日本雌指虾姑,1,日本雌指虾姑,3,1,2,0,0,33.3,66.7,0.0,2.5,2138,2216,.jpg:3
日本齿指虾姑,1,日本齿指虾姑,3,3,0,0,0,100.0,0.0,0.0,10.05,2996.7,3605,.jpg:3
柳叶鳗,1,柳叶鳗,3,1,2,0,0,33.3,66.7,0.0,9.43,3616,2589.3,.jpg:3
根室鲁氏鱼,1,根室鲁氏鱼,3,0,3,0,0,0.0,100.0,0.0,0.51,1280,960,.jpg:3
毛虾属,1,毛虾属,3,3,0,0,0,100.0,0.0,0.0,5.93,2448,3264,.jpg:3
水母玉鲳,1,水母玉鲳,3,3,0,0,0,100.0,0.0,0.0,5.49,3776,2832,.jpg:3
油魣,1,油魣,3,2,0,1,0,66.7,0.0,33.3,24.39,6133.3,3514.7,.jpg:2; .jpeg:1
浅黑尾灯鱼,1,浅黑尾灯鱼,3,3,0,0,0,100.0,0.0,0.0,4.06,3264,2448,.jpg:3
深海鮋,1,深海鮋,3,3,0,0,0,100.0,0.0,0.0,9.25,3456,4608,.jpg:3
溞状幼体,1,溞状幼体,3,2,0,1,0,66.7,0.0,33.3,6.62,2511.3,2448.7,.jpg:3
灯笼棘鲮,1,灯笼棘鲮,3,3,0,0,0,100.0,0.0,0.0,5.04,2448,2448,.jpg:3
狼绵鳚属,1,狼绵鳚属,3,0,3,0,0,0.0,100.0,0.0,1.52,2031,708,.jpg:3
短吻六鳃魟,1,短吻六鳃魟,3,3,0,0,0,100.0,0.0,0.0,5.97,3264,2448,.jpg:3
短尾康吉鳗科,1,短尾康吉鳗科,3,0,3,0,0,0.0,100.0,0.0,1.66,3288,772,.jpg:3
繁星鲆,1,繁星鲆,3,3,0,0,0,100.0,0.0,0.0,2.25,2488,1866,.jpg:3
红笛鲷,1,红笛鲷,3,1,2,0,0,33.3,66.7,0.0,9.33,2876,1950.7,.jpg:3
细颌鳗,1,细颌鳗,3,0,0,3,0,0.0,0.0,100.0,0.36,1182.7,338.7,.jpg:3
细鳞圆鲹,1,细鳞圆鲹,3,3,0,0,0,100.0,0.0,0.0,9.56,2276.7,3541.3,.jpg:3
绵蟹,1,绵蟹,3,2,0,1,0,66.7,0.0,33.3,1.88,1650,1383.3,.jpg:3
绿鳍鱼,1,绿鳍鱼,3,1,0,2,0,33.3,0.0,66.7,1.61,1812.7,1175.3,.jpg:3
莫氏轴光鱼,1,莫氏轴光鱼,3,3,0,0,0,100.0,0.0,0.0,14.08,5472,3072,.jpg:3
虾姑幼体,1,虾姑幼体,3,2,0,1,0,66.7,0.0,33.3,7.51,2464,3005.3,.jpg:3
蛇牙龙䲢,1,蛇牙龙䲢,3,3,0,0,0,100.0,0.0,0.0,14.44,5472,3072,.jpg:3
蝌蚪花须鼬鳚,1,蝌蚪花须鼬鳚,3,3,0,0,0,100.0,0.0,0.0,9.41,4608,2176,.jpg:3
褐篮子鱼,1,褐篮子鱼,3,3,0,0,0,100.0,0.0,0.0,38.98,8688,4888,.jpg:3
软首鳕,1,软首鳕,3,3,0,0,0,100.0,0.0,0.0,8.42,3120,4160,.jpg:3
达氏七鳃鲨,1,达氏七鳃鲨,3,3,0,0,0,100.0,0.0,0.0,5.16,2448,2448,.jpg:3
达氏眶形蟹,1,达氏眶形蟹,3,3,0,0,0,100.0,0.0,0.0,3.07,2028,2300,.jpg:3
鄂形圆颌针鱼,1,鄂形圆颌针鱼,3,3,0,0,0,100.0,0.0,0.0,9.27,4437.3,2095.3,.jpg:3
金乌贼,1,金乌贼,3,3,0,0,0,100.0,0.0,0.0,12.48,3456,3189.3,.jpg:3
长臂囊头鲉,1,长臂囊头鲉,3,1,0,2,0,33.3,0.0,66.7,2.28,1614.7,1150.7,.jpg:3
长蛸,1,长蛸,3,0,0,3,0,0.0,0.0,100.0,0.64,1068.7,457.7,.jpg:3
长须凹腹鳕,1,长须凹腹鳕,3,3,0,0,0,100.0,0.0,0.0,8.22,3264,2448,.jpg:3
项鳞鰧,1,项鳞鰧,3,3,0,0,0,100.0,0.0,0.0,6.36,3612,2365,.jpg:3
魣蜥鱼科,1,魣蜥鱼科,3,3,0,0,0,100.0,0.0,0.0,13.23,5472,3072,.jpg:3
鲭科,1,鲭科,3,3,0,0,0,100.0,0.0,0.0,9.03,4608,3456,.jpg:3
鸟乌贼,1,鸟乌贼,3,3,0,0,0,100.0,0.0,0.0,6.96,2976,3184,.jpg:3
黑斑绯鲤,1,黑斑绯鲤,3,3,0,0,0,100.0,0.0,0.0,3.65,2138,2216,.jpg:3
黑线银鲛,1,黑线银鲛,3,0,1,2,0,0.0,33.3,66.7,0.78,1136,968,.jpg:3
鼠鱚,1,鼠鱚,3,0,0,3,0,0.0,0.0,100.0,0.58,1113,422,.jpg:3
龙虾幼体,1,龙虾幼体,3,2,0,1,0,66.7,0.0,33.3,3.71,3125.3,2344,.jpg:3
七刺栗壳蟹,1,七刺栗壳蟹,2,2,0,0,0,100.0,0.0,0.0,3.68,4032,3024,.jpg:2
东方叉吻鲂鮄,1,东方叉吻鲂鮄,2,0,0,2,0,0.0,0.0,100.0,4.9,1371,468,.bmp:2
东方拟额虾,1,东方拟额虾,2,2,0,0,0,100.0,0.0,0.0,5.62,3264,2448,.jpg:2
"东沙奇异峨螺 Phaenomenella insulapratasensis (Okutani & Lan,",1,"东沙奇异峨螺 Phaenomenella insulapratasensis (Okutani & Lan, 1994",2,0,0,2,0,0.0,0.0,100.0,0.27,1080,1440,.jpg:2
丝须深巨口鱼,1,丝须深巨口鱼,2,2,0,0,0,100.0,0.0,0.0,3.83,3968,2976,.jpg:2
丝鳍紫鱼,1,丝鳍紫鱼,2,2,0,0,0,100.0,0.0,0.0,3.58,3264,2448,.jpg:2
中华海鲇,1,中华海鲇,2,0,0,2,0,0.0,0.0,100.0,0.5,1196,518,.jpg:2
中国长枪乌贼,1,中国长枪乌贼,2,2,0,0,0,100.0,0.0,0.0,19.58,8688,4888,.jpg:2
乌须黑巨口鱼,1,乌须黑巨口鱼,2,0,0,2,0,0.0,0.0,100.0,0.19,1440,1080,.jpg:2
乔氏锯雀鲷,1,乔氏锯雀鲷,2,2,0,0,0,100.0,0.0,0.0,1.22,1575,2100,.jpg:2
乳突双叉蟹,1,乳突双叉蟹,2,1,1,0,0,50.0,50.0,0.0,8.17,2534.5,2729.5,.jpg:2
乳香鱼,1,乳香鱼,2,0,0,2,0,0.0,0.0,100.0,0.52,1020,550,.jpg:2
云纹茄棘鱼,1,云纹茄棘鱼,2,0,0,2,0,0.0,0.0,100.0,0.59,934,690,.jpg:2
云纹裸胸鳝,1,云纹裸胸鳝,2,0,0,2,0,0.0,0.0,100.0,0.92,1896,495,.jpg:2
五眼斑鲆,1,五眼斑鲆,2,0,0,2,0,0.0,0.0,100.0,0.78,1052,638,.jpg:2
亨氏樱虾,1,亨氏樱虾,2,1,0,1,0,50.0,0.0,50.0,6.08,3296,2484,.jpg:2
仿泡粒乌拉西蟹1 Urashima pustuloides,1,仿泡粒乌拉西蟹1 Urashima pustuloides,2,0,2,0,0,0.0,100.0,0.0,9.95,1338,975,.bmp:2
侧斑纤柱鱼,1,侧斑纤柱鱼,2,2,0,0,0,100.0,0.0,0.0,6.51,3648,2736,.jpg:2
侧斑连鳍䲗,1,侧斑连鳍䲗,2,2,0,0,0,100.0,0.0,0.0,1.18,2100,1575,.jpg:2
假长缝拟对虾,1,假长缝拟对虾,2,2,0,0,0,100.0,0.0,0.0,7.26,3648,2736,.jpg:2
光兔头鲀,1,光兔头鲀,2,0,0,2,0,0.0,0.0,100.0,0.43,1128,510,.jpg:2
光唇鳗鳗,1,光唇鳗鳗,2,0,0,2,0,0.0,0.0,100.0,0.45,1054,554,.jpg:2
光掌蟳,1,光掌蟳,2,2,0,0,0,100.0,0.0,0.0,2.44,2419.5,2274,.jpg:2
克氏兔头鲀,1,克氏兔头鲀,2,0,0,2,0,0.0,0.0,100.0,0.41,1054,436,.jpg:2
八带拟唇鱼,1,八带拟唇鱼,2,2,0,0,0,100.0,0.0,0.0,1.54,4032,3024,.jpg:2
六带鲹,1,六带鲹,2,2,0,0,0,100.0,0.0,0.0,2.23,2682,2011.5,.jpg:2
六指马友,1,六指马友,2,0,2,0,0,0.0,100.0,0.0,1.79,1696,868,.jpg:2
六斑刺鲀,1,六斑刺鲀,2,0,0,2,0,0.0,0.0,100.0,0.77,1034,700,.jpg:2
六突拟对虾,1,六突拟对虾,2,2,0,0,0,100.0,0.0,0.0,6.41,3116,2528,.jpg:2
冠丝鳍鱼,1,冠丝鳍鱼,2,2,0,0,0,100.0,0.0,0.0,4.09,2448,3264,.jpg:2
冠头孔头鲷,1,冠头孔头鲷,2,2,0,0,0,100.0,0.0,0.0,4.83,3208,3120,.jpg:2
几内亚湾异鳞海鲂,1,几内亚湾异鳞海鲂,2,0,2,0,0,0.0,100.0,0.0,0.87,1440,1080,.jpg:2
凹管鞭虾,1,凹管鞭虾,2,1,1,0,0,50.0,50.0,0.0,1.61,2232,2556,.jpg:2
前鳍星鲨,1,前鳍星鲨,2,2,0,0,0,100.0,0.0,0.0,11.05,4096,2696.5,.jpg:2
加里曼丹无刺鳐,1,加里曼丹无刺鳐,2,2,0,0,0,100.0,0.0,0.0,4.54,2448,3264,.jpg:2
加里曼丹海湾无鳍鳐,1,加里曼丹海湾无鳍鳐,2,0,2,0,0,0.0,100.0,0.0,0.35,1080,1440,.jpg:2
北方拟黑詹乌贼,1,北方拟黑詹乌贼,2,2,0,0,0,100.0,0.0,0.0,2.07,2448,3264,.jpg:2
半纹水珍鱼,1,半纹水珍鱼,2,0,0,2,0,0.0,0.0,100.0,0.71,1884,690,.jpg:2
单斑笛鲷,1,单斑笛鲷,2,0,0,2,0,0.0,0.0,100.0,0.62,1072,636,.jpg:2
单斑金花鮨,1,单斑金花鮨,2,2,0,0,0,100.0,0.0,0.0,2.17,4032,3024,.jpg:2
单氏鸭项鳗,1,单氏鸭项鳗,2,2,0,0,0,100.0,0.0,0.0,21.46,8688,4888,.jpg:2
南方蓝鳍金枪鱼,1,南方蓝鳍金枪鱼,2,0,0,2,0,0.0,0.0,100.0,0.17,640,318,.jpg:2
卡氏无囊鲳,1,卡氏无囊鲳,2,0,2,0,0,0.0,100.0,0.0,1.39,2398,1080,.jpg:2
印度小公鱼,1,印度小公鱼,2,0,0,2,0,0.0,0.0,100.0,0.24,860,364,.jpg:2
印度赤刀鱼,1,印度赤刀鱼,2,2,0,0,0,100.0,0.0,0.0,2.42,2133,2133,.jpg:2
印度隆背蟹 Carcinoplax indica南海150-300 米螃蟹采集,1,印度隆背蟹 Carcinoplax indica（图2背上有红点的）南海150-300 米螃蟹采集_2_潮间带FeiBoy_来自小红书网页版,2,0,2,0,0,0.0,100.0,0.0,0.77,1080,1440,.jpg:2
印度魣蜥鱼,1,印度魣蜥鱼,2,1,1,0,0,50.0,50.0,0.0,2.6,2574,1626,.jpg:2
卵圆颌光鱼,1,卵圆颌光鱼,2,2,0,0,0,100.0,0.0,0.0,4.68,4608,3456,.jpg:2
叉尾锥齿鲷,1,叉尾锥齿鲷,2,2,0,0,0,100.0,0.0,0.0,1.92,2133,2133,.jpg:2
及达叶鲹,1,及达叶鲹,2,0,0,2,0,0.0,0.0,100.0,0.41,983,498,.jpg:2
双斑笛鲷,1,双斑笛鲷,2,1,0,1,0,50.0,0.0,50.0,1.71,2007,1505,.jpg:2
双棘石斑鱼,1,双棘石斑鱼,2,2,0,0,0,100.0,0.0,0.0,7.31,3648,2736,.jpg:2
双角互敬蟹,1,双角互敬蟹,2,2,0,0,0,100.0,0.0,0.0,2.71,3648,2736,.jpg:2
台湾丝尾海鳗,1,台湾丝尾海鳗,2,0,2,0,0,0.0,100.0,0.0,0.4,1440,1080,.jpg:2
台湾珩台湾,1,台湾珩台湾,2,0,2,0,0,0.0,100.0,0.0,1.36,1844,868,.jpg:2
史氏赤刀鱼,1,史氏赤刀鱼,2,2,0,0,0,100.0,0.0,0.0,7.03,5472,3072,.jpg:2
叶状盖乌贼,1,叶状盖乌贼,2,0,0,2,0,0.0,0.0,100.0,0.19,1440,1080,.jpg:2
司氏铠茗荷,1,司氏铠茗荷,2,0,2,0,0,0.0,100.0,0.0,1.42,2398,1080,.jpg:2
吉氏针鲬,1,吉氏针鲬,2,0,0,2,0,0.0,0.0,100.0,0.61,1012,576,.jpg:2
后鳍盗目鱼,1,后鳍盗目鱼,2,1,1,0,0,50.0,50.0,0.0,2.85,2856,1806,.jpg:2
四带鲱鲤,1,四带鲱鲤,2,0,2,0,0,0.0,100.0,0.0,1.24,1684,930,.jpg:2
土佐欧氏鰧,1,土佐欧氏鰧,2,0,0,2,0,0.0,0.0,100.0,0.35,1140,416,.jpg:2
土佐谦鲆,1,土佐谦鲆,2,0,0,2,0,0.0,0.0,100.0,0.69,996,602,.jpg:2
基岛䲗,1,基岛䲗,2,2,0,0,0,100.0,0.0,0.0,2.23,2448,3264,.jpg:2
基岛珩,1,基岛珩,2,0,0,2,0,0.0,0.0,100.0,0.87,1848,620,.jpg:2
多线前鳞鲀,1,多线前鳞鲀,2,0,0,2,0,0.0,0.0,100.0,0.52,972,668,.jpg:2
多须须鼬鳚,1,多须须鼬鳚,2,0,0,2,0,0.0,0.0,100.0,0.28,866,380,.jpg:2
大头白姑鱼,1,大头白姑鱼,2,0,0,2,0,0.0,0.0,100.0,0.59,1042,556,.jpg:2
大头隐棘杜父鱼,1,大头隐棘杜父鱼,2,0,2,0,0,0.0,100.0,0.0,1.42,2398,1080,.jpg:2
大扁蛛虾,1,大扁蛛虾,2,2,0,0,0,100.0,0.0,0.0,4.02,2856,2856,.jpg:2
大拟海螯虾Nephropsis grandis南海深水采集12 水深200米－600米,1,大拟海螯虾Nephropsis grandis南海深水采集12 水深200米－600米_4_潮间带FeiBoy_来自小红书网页版,2,0,0,2,0,0.0,0.0,100.0,0.27,1080,1440,.jpg:2
大斑刺鲀,1,大斑刺鲀,2,2,0,0,0,100.0,0.0,0.0,2.35,2682,2011.5,.jpg:2
大海马,1,大海马,2,0,0,2,0,0.0,0.0,100.0,0.41,1114,534,.jpg:2
大甲鲹,1,大甲鲹,2,0,0,2,0,0.0,0.0,100.0,0.47,1148,568,.jpg:2
大眼孔头鲷,1,大眼孔头鲷,2,2,0,0,0,100.0,0.0,0.0,2.69,4032,3024,.jpg:2
大眼金枪鱼,1,大眼金枪鱼,2,0,0,2,0,0.0,0.0,100.0,0.17,640,338,.jpg:2
大眼鲬,1,大眼鲬,2,0,0,2,0,0.0,0.0,100.0,0.57,1246,518,.jpg:2
大眼黑巨口魚,1,大眼黑巨口魚,2,0,2,0,0,0.0,100.0,0.0,0.99,2031,735,.jpg:2
大等鳌蟹 Parilia major 南海150-300 米采集,1,大等鳌蟹 Parilia major 南海150-300 米采集_1_潮间带FeiBoy_来自小红书网页版,2,0,2,0,0,0.0,100.0,0.0,0.64,1080,1440,.jpg:2
大等鳌蟹公蟹 Parilia major南海深水采集12 水深200米－600米,1,大等鳌蟹公蟹 Parilia major南海深水采集12 水深200米－600米_13_潮间带FeiBoy_来自小红书网页版,2,0,0,2,0,0.0,0.0,100.0,0.13,1080,1441,.jpg:2
大鳞新灯鱼,1,大鳞新灯鱼,2,2,0,0,0,100.0,0.0,0.0,11.82,3968,2976,.jpg:2
